icao_code,telephony,company_name,country,is_virtual,notes
MKU,MOKU,"ISLAND AIR (HONOLULU, HI)",UNITED STATES,f,
MLA,MILE-AIR,"FORTY-MILE AIR (TOK, AK)",UNITED STATES,f,
MLB,MANAF,MANAF INTERNATIONAL AIRWAYS,BURUNDI,f,
MLD,AIR MOLDOVA,AIR MOLDOVA,REPUBLIC OF MOLDOVA,f,
MLE,MOLDAERO,MOLDAEROSERVICE,REPUBLIC OF MOLDOVA,f,
MLH,SOUTH WIND,AVION EXPRESS MALTA LTD,MALTA,f,
MLI,DEMAIS,MAIS LINHAS AEREAS S.A.,BRAZIL,f,
MLK,NIGERJET,MILLENNIUM AIR,NIGERIA,f,
MLL,MALLORCA,AEROCLUB DE MALLORCA,SPAIN,f,
MLM,LUXMALTA,COMLUX (MALTA) LTD,MALTA,f,
MLN,MILLENNIUM,"CORPORATE AIR, LLC (WEST MIFFLIN, PA)",UNITED STATES,f,
MLO,MILENIO,"SERVICIOS AEREOS MILENIO, S.A. DE C.V.",MEXICO,f,
MLS,MALL-AIRWAYS,"MALL AIRWAYS, INC. (ALBANY, NY)",UNITED STATES,f,
MLT,MALETH,MALETH AERO AOC LTD,MALTA,f,
MLU,MALI LOSINJ,ZRACNO PRISTANISTE MALI LOSINJ D.O.O.,CROATIA,f,
MLV,MULTI VALLE,"MULTISERVICIOS AEREOS DEL VALLE, S.A. DE C.V.",MEXICO,f,
MLX,MALAWI EXPRESS,MALAWI EXPRESS LIMITED,MALAWI,f,
MMA,MYANMAR,MYANMAR AIRWAYS INTERNATIONAL CO. LTD,MYANMAR,f,
MMD,MERMAID,AIR ALSIE A/S,DENMARK,f,
MME,MAJESTIC AIR,MULTIMEDIA ENTERTAINMENT GROUP AIR (PTY) LTD T/A MEGA,SOUTH AFRICA,f,
MMF,MULTI,NATO SUPPORT AND PROCUREMENT AGENCY,NETHERLANDS,f,
MMG,RUTA MAYA,AEREO RUTA MAYA,GUATEMALA,f,
MMH,NIGHT RIDER,"MCMAHON HELICOPTER SERVICES, INC.",UNITED STATES,f,
MMI,ITALIAN NAVY,MARINA MILITARE ITALIANA,ITALY,f,
MMJ,MACAUJET,MACAU JET INTERNATIONAL,CHINA,f,
MML,TRANS MONGOLIA,HUNNU AIR,MONGOLIA,f,
MMM,AVIAMERIDIAN,MERIDIAN AIR COMPANY,RUSSIAN FEDERATION,f,
MMN,MINUTEMAN,"PRO AIRWAYS, LLC (PLYMOUTH, MA)",UNITED STATES,f,
MMO,MALIT,MALTA MEDAIR,MALTA,f,
MMU,SKY TOUR,ROADRUNAIR AVIATION,UNITED STATES,f,
MMY,MARMOT,"IASCO FLIGHT TRAINING (REDDING, CA)",UNITED STATES,f,
MMZ,EUROATLANTIC,EUROATLANTIC AIRWAYS,PORTUGAL,f,
MNB,BLACK SEA,MNG HAVAYOLLARI VE TASIMACILIK A.S.,TURKEY,f,
MND,CUGAT,CORPORATEJETS XXI S.A.,SPAIN,f,
MNE,MOUNT EAGLE,TOMONTENEGRO,MONTENEGRO,f,
MNG,AERO MONGOLIA,AERO MONGOLIA,MONGOLIA,f,
MNH,MONARCH AIR,"MONARCH AIRLINES (GRAND JUNCTION, CO)",UNITED STATES,f,
MNJ,MENAJET,MENAJET,LEBANON,f,
MNM,MANASIK,MANASIK AVIATION COMPANY,SAUDI ARABIA,f,
MNO,TULCA,TULCA (PTY) LTD,SOUTH AFRICA,f,
MNS,MEDSKY,MEDSKY AIRWAYS,LIBYA,f,
MNT,MONTSERRAT,MONTSERRAT AIRWAYS LTD (T/A FLYMONTSERRAT),UNITED KINGDOM,f,
MNU,MAINER,"ELITE AIRWAYS (PORTLAND, ME)",UNITED STATES,f,
MNV,NAVALE,MAURITANIENNE AERIENNE ET NAVALE,MAURITANIA,f,
MNX,MANX,MANX AIRLINES LTD.,UNITED KINGDOM,f,
MNY,MOONEY FLIGHT,"MOONEY AIRCRAFT CORPORATION (KERRVILLE, TX)",UNITED STATES,f,
MOC,AEROMARAT,AERO MARAT SA DE CV,MEXICO,f,
MOD,MONDEGO,AEROCLUBE DE COIMBRA,PORTUGAL,f,
MOG,FELIX,BAE SYSTEMS (CORPORATE AIR TRAVEL) LTD,UNITED KINGDOM,f,
MOL,TAXI MOREL,"TAXI AEREO DE MORELIA, S.A. DE C.V.",MEXICO,f,
MOM,RUSALT,AIR COMPANY ALTAIR LIMITED LIABILITY COMPANY,RUSSIAN FEDERATION,f,
MON,MONARCH,MONARCH AIRLINES LTD.,UNITED KINGDOM,f,
MOP,PUBLICITARIA,"APA - AEROPUBLICITARIA DE ANGOLA, LDA",ANGOLA,f,
MOR,AEROMORELIA,"AEROLINEAS DE MORELIA, S.A. DE C.V.",MEXICO,f,
MOT,MOTAHIDA,MOTAHIDA AVIATION,LIBYA,f,
MOV,MOV AIR,VIM AIRLINES,RUSSIAN FEDERATION,f,
MOW,MOHAWK AIR,"MOHAWK AIRLINES (ONEONTA, NY)",UNITED STATES,f,
MOZ,MOZART,SALZBURGJETAVIATION GMBH,AUSTRIA,f,
MPA,MID PAC,"MID-PACIFIC AIRLINES, INC. (HONOLULU, HI)",UNITED STATES,f,
MPD,RED COMET,AIR COMET,SPAIN,f,
MPE,EMPRESS,CANADIAN NORTH INC.,CANADA,f,
MPH,MARTINAIR,MARTINAIR HOLLAND N.V.,NETHERLANDS,f,
MPO,AMPARO,"TRANSPORTES AEREOS AMPARO, S.A. DE C.V.",MEXICO,f,
MPR,HONEY BEE,EMPIRE AVIATION SERVICES LIMITED,NIGERIA,f,
MQT,MUSKETEER,AIR ITM,FRANCE,f,
MRA,MARTEX,"MARTINAIRE (ADDISON, TX)",UNITED STATES,f,
MRC,MARTRANS,"MARTIN COMPANIES (KILGORE, TX)",UNITED STATES,f,
MRD,MERIDIAN,"MERIDIAN AIR CARGO, INC. (MERIDIAN, MS)",UNITED STATES,f,
MRE,MED RESCUE,NAMIBIA COMMERCIAL AVIATION (PTY) LTD,NAMIBIA,f,
MRF,MAUR-FRET,MAURITANIENNE AIR FRET,MAURITANIA,f,
MRH,MARHAM,MARHAM FTU,UNITED KINGDOM,f,
MRJ,MERAJ AIRLINE,MERAJ AIRLINES,IRAN (ISLAMIC REPUBLIC OF),f,
MRK,MARKAIR,"MARKAIR INC. (ANCHORAGE, AK)",UNITED STATES,f,
MRN,MARIANNE,MISSIONS GOUVERNEMENTALES FRANCAISES,FRANCE,f,
MRO,MORRISON,"MORRISON FLYING SERVICE, INC. (HELENA, MT)",UNITED STATES,f,
MRP,ABAS,ABAS,CZECHIA,f,
MRR,MARINER,"WEST ISLE AIR, INC. (ANACORTES, WA)",UNITED STATES,f,
MRT,MIKE ROMEO,AIR MAURITANIE,MAURITANIA,f,
MRV,XENA,LLC XENA,UKRAINE,f,
MRX,SPEEDMARK,"HERMEN'S MARKAIR EXPRESS (ST. MARY'S, AK)",UNITED STATES,f,
MRY,AIR MARINE,AIR MARINE,FRANCE,f,
MRZ,MARS,MEDICAL AIR RESCUE SERVICES (MARS),ZIMBABWE,f,
MSA,MISTRAL WINGS,POSTE AIR CARGO S.R.L.,ITALY,f,
MSB,LONG,AIR STORK,REPUBLIC OF MOLDOVA,f,
MSE,EGYPTAIR EXPRESS,EGYPTAIR EXPRESS,EGYPT,f,
MSF,MINSHENG,"MINSHENG INTERNATIONAL JET CO., LTD.",CHINA,f,
MSG,SAR-REGIONAL,SAR - SERVICO AEREO REGIONAL,MOZAMBIQUE,f,
MSH,MARSHALAIR,"U S MARSHALS SERVICE, U.S. DEPARTMENT OF JUSTICE (WASHINGTON, DC)",UNITED STATES,f,
MSI,MOTOR SICH,MOTOR SICH,UKRAINE,f,
MSJ,MAGNUM AIR,"MAGNUM AIR (SKY JET), INC.",PHILIPPINES,f,
MSK,MAK AIRLINES,MAK.KG AIRLINES,KYRGYZSTAN,f,
MSL,MARSLANDAIR,MARSLAND AVIATION,SUDAN,f,
MSM,AEROMAS EXPRESS,AEROMAS,URUGUAY,f,
MSN,MILCARGO,"MILENIUM AIR SERVICIOS AEREOS INTEGRADOS, S.A. DE C.V.",MEXICO,f,
MSP,SEGURIDAD,SERVICIO DE VIGILANCIA AEREA DEL MINISTERIO DE SEGURIDAD PUBLICA,COSTA RICA,f,
MSQ,META,META - MESQUITA TRANSPORTES AEREOS LTDA,BRAZIL,f,
MSR,EGYPTAIR,EGYPT AIR,EGYPT,f,
MSS,GLOBE MASTER,GLOBAL AVIATION SARL,MAURITANIA,f,
MST,MASTER,MASTER TOP LINHAS AEREAS LTDA.,BRAZIL,f,
MSU,MALUTI SKY,MGC AVIATION TA MALUTI SKY,LESOTHO,f,
MSX,EGYPTAIR CARGO,EGYPTAIR CARGO,EGYPT,f,
MSY,MASSEY,MASSEY UNIVERSITY SCHOOL OF AVIATION,NEW ZEALAND,f,
MTA,GAK AVIATION,"MITCHELL AERO, INC. D/B/A GAK/MITCHELL AERO, INC. (MILWAUKEE, WI)",UNITED STATES,f,
MTB,AEROMETROPOLIS,"AEROTAXIS METROPOLITANOS, S.A. DE C.V.",MEXICO,f,
MTD,MATADOR,METROJETS LLC,UNITED STATES,f,
MTE,TELEJET,MT FLY,MOROCCO,f,
MTF,INTERJET,INTERJET S.R.L.,ITALY,f,
MTG,AERO TETE,"SERVICIOS AEREOS M.T.T., S.A. DE C.V.",MEXICO,f,
MTH,RESEARCH,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY (LEXINGTON, MA)",UNITED STATES,f,
MTI,MONTERREY AIR,"MONTERREY AIR TAXI, S.A. DE C.V.",MEXICO,f,
MTJ,METROJET,METROJET LIMITED,CHINA,f,
MTK,AIRMETACK,"AIR METACK, LDA",ANGOLA,f,
MTL,MITAVIA,RAF-AVIA,LATVIA,f,
MTM,METACHEM,MD AIR LTD,UNITED KINGDOM,f,
MTN,MOUNTAIN,"MOUNTAIN AIR CARGO, INC. (DENVER, NC)",UNITED STATES,f,
MTO,MARATHON,MARATHON AIRLINES,GREECE,f,
MTR,METRO,"METROFLIGHT INC. (HOUSTON, TX)",UNITED STATES,f,
MTS,MEDSERVICE,"MED JETS, S.A. DE C.V.",MEXICO,f,
MTU,BLUE RAIDER,MIDDLE TENNESSEE STATE UNIVERSITY (MTSU),UNITED STATES,f,
MTW,MAURITANIA AIRWAYS,MAURITANIA AIRWAYS,MAURITANIA,f,
MTX,MULTITAXI,"MULTI TAXI, S.A. DE C.V.",MEXICO,f,
MUC,AIR MUNICH,AIR MUNICH AVIATION AG,GERMANY,f,
MUI,TRANSAIR,"TRANS AIR (HONOLULU, HI)",UNITED STATES,f,
MUK,BLUE STAR,MAERSK AIR CARGO UK LTD,UNITED KINGDOM,f,
MUN,AEROMUNDO,"AEROMUNDO EJECUTIVO, S.A. DE C.V.",MEXICO,f,
MUR,ATLAS SKY,ATLAS AIR COMPANY,RUSSIAN FEDERATION,f,
MUS,ADELPHI,AIR ADELPHI LTD,SAINT VINCENT AND THE GRENADINES,f,
MUT,IGAVIA,"AZIMUT, LLC",RUSSIAN FEDERATION,f,
MVA,VALAIR,"MISSISSIPPI VALLEY AIRWAYS, INC. (LACROSSE, WI)",UNITED STATES,f,
MVE,MOVE FLIGHTS,MOVE AIRCRAFT FLIGHT SOLUTIONS,MALTA,f,
MVJ,MIRA VISTA,MIRA VISTA AVIATION,UNITED STATES,f,
MVK,MINN STATE,NORTH STAR AVIATION,UNITED STATES,f,
MVP,ALLSTAR,"PREMIER AIR, INC. DBA PREMIER PRIVATE JETS",UNITED STATES,f,
MVR,MAV-AIR,"MAVERICK AIRWAYS CORPORATION (DENVER, CO)",UNITED STATES,f,
MVS,AIR SENOK,SENOK AVIATION (PVT) LTD,SRI LANKA,f,
MWG,MASWINGS,MASWINGS,MALAYSIA,f,
MWH,MEGA WATT,ELEMENTAL AVIATION,UNITED STATES,f,
MWI,MALAWIAN,MALAWIAN AIRLINES 2014,MALAWI,f,
MWL,MIDWEST AIRLINK,"GERLACH & ASSOCIATES, LLC D/B/A MIDWEST AIR LINK (VALPARAISO, IN)",UNITED STATES,f,
MWM,MODERNAIR,MODERN TRANSPORTE AEREO DE CARGA S.A.,BRAZIL,f,
MWN,MAX NIGER,MAX AIR SA NIGER,NIGER,f,
MWS,MALTA WINGS,MALTA WINGS CO. LTD,MALTA,f,
MWT,MIDWEST,"MIDWEST AVIATION DIVISION, INC. (MARSHALL, MN)",UNITED STATES,f,
MWY,MAURITANIENNE,MAURITANIENNE AIR WAYS,MAURITANIA,f,
MXA,MEXICANA,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, S.A. DE C.V.",MEXICO,f,
MXD,MALINDO,MALINDO AIRWAYS SDN. BHD. DBA BATIK AIR,MALAYSIA,f,
MXE,MOZAMBIQUE EXPRESS,MOCAMBIQUE EXPRESSO,MOZAMBIQUE,f,
MXF,MAXFLIGHT,"MAXIMUM FLIGHT ADVANTAGES, LLC (MIAMISBURG, OH)",UNITED STATES,f,
MXG,PRESIDENCIA DE MEXICO,PRESIDENCIA DE MEXICO,MEXICO,f,
MXM,MAXLINES,MAXIMUS AIRLINES,UKRAINE,f,
MXO,MEXAERO,"AEROTAXI MEXICANO, S.A. DE C.V.",MEXICO,f,
MXP,BEECHNUT,"MAY AIR XPRESS, INC. (EL DORADO, AR)",UNITED STATES,f,
MXQ,MEXIQUENSES,"TRANSPORTES AEREOS MEXIQUENSES, S.A. DE C.V.",MEXICO,f,
MXS,MILLON EXPRESS,"SUNRISE AIRLINES INC. D/B/A MILLON EXPRESS (MIAMI, FL)",UNITED STATES,f,
MXT,TRANSMEX,"MEXICO TRANSPORTES AEREOS, S.A. DE C.V.",MEXICO,f,
MXX,MERCHANT,MERCHANT EXPRESS AVIATION,NIGERIA,f,
MXY,MOXY,BREEZE AIRWAYS,UNITED STATES,f,
MYA,MYFLUG,MYFLUG H.F.,ICELAND,f,
MYD,MYLAND,MAYA ISLAND AIR,BELIZE,f,
MYF,MY FLIGHT,"MYFLIGHT, S.A. DE C.V.",MEXICO,f,
MYI,MAYAIR,"MAYAIR, S.A. DE C.V.",MEXICO,f,
MYJ,MY JET,MY JET,ROMANIA,f,
MYK,MYLIN,"BEIJING MYKYLIN GENERAL AVIATION CO., LTD.",CHINA,f,
MYM,MYAIR,MYAIRLINE SDN. BHD.,MALAYSIA,f,
MYO,MAYORAL,"DOMINGUEZ TOLEDO, S.A. (GRUPO MAYORAL)",SPAIN,f,
MYP,MANN ROYAL,MANN YADANARPON AIRLINES CO. LTD,MYANMAR,f,
MYS,AERO YAQUI,"AERO YAQUI MAYO, S. A. DE C.V.",MEXICO,f,
MYU,INDO,MY INDO AIRLINES,INDONESIA,f,
MYW,MY SKY,MYWAY AIRLINES CO LTD,GEORGIA,f,
MYX,TALLINN CAT,SMARTLYNX AIRLINES ESTONIA,ESTONIA,f,
MZH,MERSAL,MERSAL AIR CARGO,UNITED ARAB EMIRATES,f,
MZI,ZORTE,"ZORTE AIR, LLC",MONGOLIA,f,
MZN,AMAZON,"AVIATION SPECIALTIES UNLIMITED, INC.",UNITED STATES,f,
MZS,MAHFOOZ,MAHFOOZ AVIATION,GAMBIA,f,
MZT,ZHONG TAI,"FIRST MANDARIN BUSINESS AVIATION CO., LTD",CHINA,f,
MZY,MERMOZ,MERMOZ-ACADEMY,FRANCE,f,
NAA,NORUEGA,NORWEGIAN AIR ARGENTINA,ARGENTINA,f,
NAB,NIGER CARGO,NIGER AIR CARGO,NIGER,f,
NAC,YUKON,"NORTHERN AIR CARGO, INC. (ANCHORAGE, AK)",UNITED STATES,f,
NAD,TINADAR,TINADAR AVIATION,SERBIA,f,
NAE,NATIONAL,NATIONAL AIRWAYS,ETHIOPIA,f,
NAF,NETHERLANDS AIR FORCE,ROYAL NETHERLANDS AIR FORCE (KONINKLIJKE LUCHTMACHT),NETHERLANDS,f,
NAG,NATO,NAEW&C FORCE E-3A FLEET,GERMANY,f,
NAI,NOVAIR,NOVAIR,ARMENIA,f,
NAK,ENACSCHOOL,ENAC,FRANCE,f,
NAL,NORTHWAY,NORTHWAY AVIATION LTD,CANADA,f,
NAM,NAM,GOVERNMENT AIR TRANSPORT SERVICES (GATS),NAMIBIA,f,
NAN,NORSHIP,NORWEGIAN AIR NORWAY AS,NORWAY,f,
NAO,NORTH AMERICAN,"NORTH AMERICAN AIRLINES, INC. (JAMAICA, NY)",UNITED STATES,f,
NAT,MASS AIR,"NORTH ATLANTIC AIR, INC. (DANVERS, MA)",UNITED STATES,f,
NAV,NAV DISPATCH,NAV FLIGHT PLANNING,CZECHIA,f,
NAX,NOR SHUTTLE,NORWEGIAN AIR SHUTTLE AS,NORWAY,f,
NAY,NAYSA,NAYSA SERVICIOS AEREOS S.L.,SPAIN,f,
NBK,AL-AIR,ALBARKA AIR PLC,NIGERIA,f,
NBR,NORBROOK,HAUGHEY AIR LTD,UNITED KINGDOM,f,
NBT,LONGSHIP,NORSE ATLANTIC AIRWAYS AS,NORWAY,f,
NCA,NIPPON CARGO,"NIPPON CARGO AIRLINES CO., LTD.",JAPAN,f,
NCB,NORTH CARIBOU,NORTH CARIBOU FLYING SERVICE LTD.,CANADA,f,
NCC,STARFLEET,"T3 AVIATION, INC.",UNITED STATES,f,
NCG,NETHERLANDS COASTGUARD,NEDERLANDSE KUSTWACHT,NETHERLANDS,f,
NCH,CHANCHANGI,CHANCHANGI AIRLINES (NIGERIA) LIMITED,NIGERIA,f,
NCJ,NORTH CENTRAL,"NORTH CENTRAL AVIATION, LLC (ST. PAUL, MN)",UNITED STATES,f,
NCL,ANCARGO AIR,ACA-ANCARGO AIR SOCIEDADE DE TRANSPORTE DE CARGA LDA,ANGOLA,f,
NCN,NICON AIRWAYS,NICON AIRWAYS LIMITED,NIGERIA,f,
NCO,NATALCO,NATALCO AIR LINES,SAO TOME AND PRINCIPE,f,
NCP,CAPITAL SHUTTLE,CAPITAL AIRLINES LIMITED,NIGERIA,f,
NCR,NATIONAL CARGO,"NATIONAL AIR CARGO GROUP, INC. (YPSILANTI, MI)",UNITED STATES,f,
NCT,BIG BIRD,NOKSCOOT AIRLINES CO. LTD.,THAILAND,f,
NDA,NORDICA AIR,NORDICA,ESTONIA,f,
NDD,NORDEND,NORDEND SRL,ITALY,f,
NDF,NAMIBIAN AIRFORCE,NAMIBIAN DEFENCE FORCE,NAMIBIA,f,
NDG,SANDOG,MEDIMPACT HOLDINGS INC,UNITED STATES,f,
NDJ,BASSAMAT,MAIBA AIRWAYS,CHAD,f,
NDL,NEEDLE,CHRONO AVIATION INC. D/B/A CHRONO AVIATION,CANADA,f,
NDT,ND AEROTAXIS,"ND AEROTAXIS, S.A. DE C.V.",MEXICO,f,
NDU,SIOUX,"UNIVERSITY OF NORTH DAKOTA (GRAND FORKS, ND)",UNITED STATES,f,
NDY,NORMANDIE,NORMANDIE AVIATION,FRANCE,f,
NEA,NEW ENGLAND,"NEW ENGLAND AIRLINES, INC. (WESTERLY, RI)",UNITED STATES,f,
NEC,NECON AIR,NECON AIR LTD,NEPAL,f,
NEG,AGUAS NEGRAS,LINEA AEREA DE FUMIG. AGUAS NEGRAS S.A.,CHILE,f,
NEJ,NET BUSINESS,NETJETS BUSINESS AVIATION LIMITED,CHINA,f,
NEL,NELLA,NELLA AIRLINES LTDA,BRAZIL,f,
NEN,NORTHEAST SWAN,NORTH-EAST AIRLINES LTD,NIGERIA,f,
NEP,WARISAN,MY JET XPRESS AIRLINES SDN BHD,MALAYSIA,f,
NES,NEWS,NORTH EAST WEST SOUTH AIRLINES AB,SWEDEN,f,
NET,NETWORK,NETWORK AVIATION SERVICES (NIG) LTD,NIGERIA,f,
NEW,NORTHEASTERN,NORTHEASTERN AVIATION CORPORATION,UNITED STATES,f,
NEX,NEATAX,NORTHERN EXECUTIVE AVIATION LTD.,UNITED KINGDOM,f,
NFA,NORTH FLYING,NORTH FLYING A/S,DENMARK,f,
NFE,NORDIC BLUE,NORDICFLITE OY LTD,FINLAND,f,
NFL,GREAT LAKES,"NORTHAIRE FREIGHT LINES LTD. (DAVISBURG, MI)",UNITED STATES,f,
NFX,SUNSET,"NETFLIX, INC.",UNITED STATES,f,
NGC,ANGOSERVICE,"ANGOSERVICE, LDA.",ANGOLA,f,
NGF,ANGEL FLIGHT,"AIR CHARITY NETWORK (VIRGINIA BEACH, VA)",UNITED STATES,f,
NGL,MAXAIR NIGERIA,MAX AIR LIMITED,NIGERIA,f,
NGN,YODA,LEAV,GERMANY,f,
NGO,AIR ANGOL,"AIR-ANGOL SOCIEDAD AERONAUTICA, LDA",ANGOLA,f,
NGP,REGAL EAGLE,AIR NIGERIA PLC,NIGERIA,f,
NGR,NIGERIAN AIRFORCE,NIGERIAN AIR FORCE,NIGERIA,f,
NGV,ANGOAVIA,ANGOAVIA,ANGOLA,f,
NGX,AIR GLOBAL,NIGERIAN GLOBAL,NIGERIA,f,
NHC,NORTHERN,"NORTHERN HELICOPTER GMBH, EMDEN",GERMANY,f,
NHD,NEMO,NHV A/S,DENMARK,f,
NHE,NORD,NORD HELIKOPTER,NORWAY,f,
NHG,HELGA,NHT LINHAS AEREAS LTDA.,BRAZIL,f,
NHK,NIGHTHAWK,"UNITED STATES GOVERNMENT, FEDERAL AVIATION ADMINISTRATION",UNITED STATES,f,
NHL,NORTHUMBRIA,NORTHUMBRIA HELICOPTERS LIMITED,UNITED KINGDOM,f,
NHT,NEWHEIGHTS,NEW HEIGHTS 291 (PTY) LTD,SOUTH AFRICA,f,
NHX,EVO,NOORDZEE HELIKOPTERS VLAANDEREN,BELGIUM,f,
NHZ,GOLD,NHV HELICOPTERS LTD,UNITED KINGDOM,f,
NIA,NILE BIRD,NILE AIR,EGYPT,f,
NIG,AEROLINE,AERO CONTRACTORS COMPANY OF NIGERIA LTD.,NIGERIA,f,
NIM,NIMJET,AIRNIMBUS,PORTUGAL,f,
NIN,NIGER AIRLINES,NIGER AIRLINES,NIGER,f,
NIT,NIGHTTRAIN,"MIDDLE GEORGIA STATE UNIVERSITY (MACON, GA)",UNITED STATES,f,
NJA,SHIN NIHON,"NEW JAPAN AVIATION CO., LTD",JAPAN,f,
NJC,NASHVILLE JET,"NASHVILLE JET CHARTERS, INC. (NASHVILLE, TN)",UNITED STATES,f,
NJE,FRACTION,"NETJETS, TRANSPORTES AEREOS S.A.",PORTUGAL,f,
NJM,NORTHERN JET,NORTHERN JET MANAGEMENT,UNITED STATES,f,
NJS,NATIONAL JET,NATIONAL JET SYSTEMS GROUP,AUSTRALIA,f,
NJT,NETJET,"NETJET INTERNATIONAL (EAST GRANBY, CT)",UNITED STATES,f,
NJU,ARTISAN,NETJETS AIR TRANSPORT UK LIMITED,UNITED KINGDOM,f,
NJZ,NEOJET,"CORPORATE AIR TRAVEL, LLC",UNITED STATES,f,
NKA,ANKA CARGO,ANKA AVIATION CARGO,EGYPT,f,
NKP,ABAKAN AIR,ABAKAN AIR,RUSSIAN FEDERATION,f,
NKS,SPIRIT WINGS,"SPIRIT AIRLINES, INC. (EASTPOINTE, MI)",UNITED STATES,f,
NKT,NORTH COUNTRY,"NORTH COUNTRY AVIATION, INC. (GAYLORD, MI)",UNITED STATES,f,
NKY,AEROMON,"AEROMONKY, S.A. DE C.V.",MEXICO,f,
NKZ,NOVOKUZNETSK,AEROKUZBASS LTD,RUSSIAN FEDERATION,f,
NLA,PENINSULA,"PENINSULA AIRWAYS, INC. (ANCHORAGE, AK)",UNITED STATES,f,
NLE,NELLIE,FAA-WJH TECHNICAL CENTER AIR SHUTTLE PROGRAM,UNITED STATES,f,
NLF,NORTHERN LIFE,WESTAIR AVIATION INC.,CANADA,f,
NLI,NORTH LINK,NORTHERN AIR CHARTER (P.R.) INC.,CANADA,f,
NLJ,NEW DRAGON,"NEW LOONG JET CO., LTD.",CHINA,f,
NLW,NILE WINGS,NILE WINGS AVIATION SERVICES,SUDAN,f,
NMA,NESMA,NESMA AIRLINES,EGYPT,f,
NMB,NAMIBIA,AIR NAMIBIA (PTY) LTD,NAMIBIA,f,
NMD,NOMAD AIR,NOMAD AVIATION (PTY) LTD T/A BAY AIR AVIATION,NAMIBIA,f,
NME,NAMASTE AIR,NAMASTE AIR PVT. LTD,NEPAL,f,
NMG,TIANJIAO AIR,"GENGHIS KHAN AIRLINES CO., LTD.",CHINA,f,
NMI,TSUNAMI,"PACIFIC WINGS (PAIA, HI)",UNITED STATES,f,
NML,NEWMILL,GAMBIA NEW MILLENNIUM AIR,GAMBIA,f,
NMR,E-MED,NAMIBIA RESCUE SERVICES,NAMIBIA,f,
NOA,NOAA,"NATIONAL OCEANIC & ATMOSPHERIC ADMINISTRATION (TAMPA, FL)",UNITED STATES,f,
NOF,FONNA,FONNAFLY SJO AS,NORWAY,f,
NOH,NORTHOLT,"32 (TR) SQUADRON, RAF NORTHOLT",UNITED KINGDOM,f,
NOJ,NOVAJET,NOVAJET (2106701 ONTARIO INC.),CANADA,f,
NOK,NOK AIR,"NOK AIRLINES PUBLIC CO., LTD",THAILAND,f,
NOL,NAT AIRLINE,NATIONAL OVERSEAS AIRLINES COMPANY,EGYPT,f,
NOR,NORSKE,BRISTOW NORWAY AS,NORWAY,f,
NOS,MOONFLOWER,NEOS S.P.A.,ITALY,f,
NOT,COSTA NORTE,LINEA AEREA COSTA NORTE S.A.,CHILE,f,
NOU,NORDUN,NORDIC UNMANNED AS,NORWAY,f,
NOV,NOVANILE,NOVA AIRWAYS,SUDAN,f,
NOW,NORWEGIAN,ROYAL NORWEGIAN AIR FORCE,NORWAY,f,
NOZ,NORDIC,NORWEGIAN AIR SHUTTLE AOC AS,NORWAY,f,
NPG,NOVA,SUPERNOVA AIRLINES LLC,UKRAINE,f,
NPL,AIR NEPAL,AIR NEPAL INTERNATIONAL,NEPAL,f,
NPR,AIR NAPIER,AIR NAPIER LIMITED,NEW ZEALAND,f,
NPT,NEPTUNE,WEST ATLANTIC UK LIMITED,UNITED KINGDOM,f,
NQN,LASA,GRUPO LASA SRL,ARGENTINA,f,
NRA,AIRNOAR,NOAR LINHAS AEREAS,BRAZIL,f,
NRK,NATURELINK,NATURELINK CHARTER (PTY) LTD,SOUTH AFRICA,f,
NRL,NOLINOR,NOLINOR AVIATION,CANADA,f,
NRN,NETHERLANDS NAVY,ROYAL NETHERLANDS NAVY (KONINKLIJKE MARINE),NETHERLANDS,f,
NRR,NATUREAIR,NATUREAIR,COSTA RICA,f,
NRT,NORESTAIR,"NORESTAIR, S.L.",SPAIN,f,
NRW,HUMMEL,"POLIZEIFLIEGERSTAFFEL NORDRHEIN-WESTFALEN, DUESSELDORF",GERMANY,f,
NRX,NORSE AIR,NORSE AIR CHARTER,SOUTH AFRICA,f,
NSA,NILE SAFARIS,NILE SAFARIS AVIATION,SUDAN,f,
NSC,TRANS-SOCIETE,SOCIETE DE TRANSPORT AERIEN DE MAURITANIE,MAURITANIA,f,
NSE,SATENA,"SATENA, SERVICIOS DE AERONAVEGACION A TERRITORIOS NAC",COLOMBIA,f,
NSF,NORTON,NORTHAMPTONSHIRE SCHOOL OF FLYING LTD,UNITED KINGDOM,f,
NSH,NORTH-SHORE,STERLING AVIATION LLC,UNITED STATES,f,
NSI,NORTHERN SKIES,"NORTHERN SKIES AVIATION, INC. (LAUREL, MT)",UNITED STATES,f,
NSJ,NANSHAN,"NANSHAN JET CO., LTD",CHINA,f,
NSK,INTERSALONIKA,AIR INTERSALONIKA,GREECE,f,
NSL,NERICAIR,NERIC LIMITED,UNITED KINGDOM,f,
NSM,THUNDERCLOUD,"GLOBAL JET CORPORATION (SCOTTSDALE, AZ",UNITED STATES,f,
NSO,SOSA,AEROLINEAS SOSA S.A.,HONDURAS,f,
NSP,SAM PURSE,SAMARITAN'S PURSE,UNITED STATES,f,
