icao_code,telephony,company_name,country,is_virtual,notes
LET,MEXALE,"AEROLINEAS EJECUTIVAS, S.A. DE C.V.",MEXICO,f,
LEU,LIONSAIR,LIONS AIR SKYMEDIA AG DBA LIONS AIR,SWITZERLAND,f,
LEX,LEXAIR,LEXAIR CORPORATE AVIATION,UNITED STATES,f,
LFA,BUCKY,AEROSIM ACADEMY INC.,UNITED STATES,f,
LFE,LIFE AIR,LIFE AIR LINHAS AEREAS S.A.,BRAZIL,f,
LFG,LETS JETT,"LET'S JETT, INC",UNITED STATES,f,
LFI,AEROMED,"NATIONAL AIRWAYS CORPORATION (HELICOPTERS) LTD, SOUTH AFRICA",SOUTH AFRICA,f,
LFL,LIFE FLIGHT,EXECUTIVE AIR,ZIMBABWE,f,
LFO,LUFO,"DLR DEUTSCHES ZENTRUM FUER LUFT-UND RAUMFAHRT E.V., BRAUNSCHWEIG",GERMANY,f,
LFR,LANFREIGHT,ATLANTIC AIRFREIGHT AVIATION (SAO TOME) LTD,SAO TOME AND PRINCIPE,f,
LGA,LOGAIR,LOGISTIC AIR SDN. BHD. D/B/A LOGISTIC AIR,MALAYSIA,f,
LGC,LEGACY AIR,"LEGACY AIR CO., LTD",THAILAND,f,
LGF,LEGACY FREIGHT,"LEGACY AIRWAYS, LLC",UNITED STATES,f,
LGI,ELL-GEE AIR,LG INTERNATIONAL CORPORATION,REPUBLIC OF KOREA,f,
LGL,LUXAIR,LUXAIR - SOCIETE LUXEMBOURGEOISE DE NAVIGATION AERIENNE S.A.,LUXEMBOURG,f,
LGN,AEROLAGUNA,"AEROLAGUNA, S.A. DE C.V.",MEXICO,f,
LGT,LONGTAIL,LONGTAIL AVIATION LTD,UNITED KINGDOM,f,
LGU,LAGUNA,"SERVICIOS AEREOS EJECUTIVOS DE LA LAGUNA, S.A. DE C.V.",MEXICO,f,
LHA,AIR CANTON,"CHINA CENTRAL LONGHAO AIRLINES CO., LTD.",CHINA,f,
LHB,FAMILY,LIEBHERR-AVIATION GMBH,GERMANY,f,
LHC,LONDON EYE,LONDON HELICOPTER CHARTERS LTD,UNITED KINGDOM,f,
LHE,LION HELI,LION HELICOPTERS S.R.O.,CZECHIA,f,
LHG,AIR LEADER,"AVIATION LEADER GENERAL AVIATION CO., LTD",CHINA,f,
LHK,LAHAK,LAHAK,ISRAEL,f,
LHN,LONGHORN,"EXPRESS ONE INTERNATIONAL, INC. (DALLAS, TX)",UNITED STATES,f,
LHT,LUFTHANSA TECHNIK,"LUFTHANSA TECHNIK AG, HAMBURG",GERMANY,f,
LHX,CITYAIR,LUFTHANSA CITY AIRLINES GMBH,GERMANY,f,
LIA,LIAT,LEEWARD ISLANDS AIR TRANSPORT (1974) LTD.,ANTIGUA AND BARBUDA,f,
LIB,LIBELLE,"POLIZEIHUBSCHRAUBERSTAFFEL HAMBURG, HAMBURG",GERMANY,f,
LIC,ASIASLINE,ASIA SKY LINES,TAJIKISTAN,f,
LID,ALIDA,ALIDAUNIA SRL,ITALY,f,
LIE,AL-DAWOOD AIR,AL-DAWOOD AIR LTD,NIGERIA,f,
LIF,LIFECARE,"ROCKY MOUNTAIN HOLDINGS, L.L.C. (PROVO, UT)",UNITED STATES,f,
LIL,LILIES,SC FLY LILI SRL,ROMANIA,f,
LIN,AEROLIMOUSINE,AEROLIMOUSINE LTD,RUSSIAN FEDERATION,f,
LIO,LIONEL,LIONEL AIR S.A.C.,PERU,f,
LIP,LIPIZAN,LIPICAN AER D.O.O.,SLOVENIA,f,
LIR,LISLINE,MINSK AIRCRAFT OVERHAUL PLANT,BELARUS,f,
LIT,LEONE,LEISURE ONE FLY,ITALY,f,
LIX,RAPIDLINX,LINXAIR D.O.O.,SLOVENIA,f,
LIZ,LIZLINES,LIZ AVIATION,TOGO,f,
LJB,AL JABER,AL JABEER,UNITED ARAB EMIRATES,f,
LJC,LITTLE JET,REGENCY JET,UNITED KINGDOM,f,
LJM,COOL RUNNINGS,RUTAIR LIMITED D/B/A AIR LINK,JAMAICA,f,
LJT,LIFEJET,TAXIJET,SPAIN,f,
LJY,ELJAY,"L.J. ASSOCIATES D/B/A L J AVIATION (LATROBE, PA)",UNITED STATES,f,
LKA,LUKE AIR,LUKE AIR,MALTA,f,
LKE,LUCKY AIR,"LUCKY AIR CO., LTD",CHINA,f,
LKF,LAKEFRONT,"AVIATION ADVISOR, INC. (ANTIOCH, IL)",UNITED STATES,f,
LKH,SKYPLANET,SMALL PLANET,CAMBODIA,f,
LKN,NAMAIR,PT NAM AIR,INDONESIA,f,
LKS,AIRLIN,"AIRLINK SOLUTIONS, S.L.",SPAIN,f,
LLB,LLOYDAEREO,"LLOYD AEREO BOLIVIANO, S.A.",BOLIVIA,f,
LLC,SMALL PLANET,SMALL PLANET AIRLINES JSC,LITHUANIA,f,
LLD,AVIA LLOYD,"LLOYD AVIATION, C.A.",VENEZUELA,f,
LLE,CONVALLES,AEROTRANSPORTE CONVALLES,VENEZUELA,f,
LLJ,MAYBOUNE JET,"BEIJING MAYBOUNE GENERAL AVIATION CO., LTD.",CHINA,f,
LLK,AIR LIFE,LIFE LINE AVIATION,GREECE,f,
LLL,LAVIE,LAO SKYWAY,LAO PEOPLE'S DEMOCRATIC REPUBLIC,f,
LLM,YAMAL,"YAMAL AIRLINES, JOINT-STOCK COMPANY",RUSSIAN FEDERATION,f,
LLN,ALLEN,ALLEN CORPORATION OF AMERICA,UNITED STATES,f,
LLP,SKYPOL,SMALL PLANET AIRLINES SP. Z.O.O.,POLAND,f,
LLR,ALLIED,ALLIANCE AIR,INDIA,f,
LLS,SERVIESTRELLA,"SERVICIOS AEREOS ESTRELLA, S.A. DE C.V.",MEXICO,f,
LLT,CLASSIC JET,CLASSIC JET,LITHUANIA,f,
LLY,LETSY,LET'S FLY,SPAIN,f,
LMA,AEROLIMA,"AEROLIMA, S.A. DE C.V.",MEXICO,f,
LMD,LAMIA,LAMIA,VENEZUELA,f,
LME,LIMAIR EXPRESS,LIGNES MAURITANIENNES AIR EXPRESS,MAURITANIA,f,
LMG,SOUTH AFRICAN,SOUTH AFRICAN AIR FORCE,SOUTH AFRICA,f,
LMJ,MASTERJET,"LUXAVIATION E.A, S.A.",PORTUGAL,f,
LMK,LANDMARK,GRANTEX AVIATION,UNITED KINGDOM,f,
LMP,SAISA,SERVICIOS AEREOS E INMOBILIARIOS ASI SA DE CV,MEXICO,f,
LMR,LAMAIR,LAMRA LTD,SUDAN,f,
LMS,LOMAS,LOMAS HELICOPTERS LTD,UNITED KINGDOM,f,
LMU,ALMASRIA,ALMASRIA UNIVERSAL AIRLINES,EGYPT,f,
LMX,AEROASESA,AERONAVES ESPECIALIZADAS EN TRANSPORTACIONES AEREAS S.A DE C.V.,MEXICO,f,
LNA,ELNAIR,LNAIR AIR SERVICES S.L.,SPAIN,f,
LND,WILD LANDS,DIRECT2 LLC,UNITED STATES,f,
LNE,AEROLANE,AEROLANE - LINEAS AEREAS NACIONALES DEL ECUADOR S.A.,ECUADOR,f,
LNG,LIGHTNING,"LOCKHEED MARTIN AERONAUTICS COMPANY (FORT WORTH, TX)",UNITED STATES,f,
LNI,LION INTER,"LION MENTARI AIRLINES, PT.",INDONESIA,f,
LNK,LINK,SA AIRLINK (PTY) LTD,SOUTH AFRICA,f,
LNM,AIR RING,"LIAONING MERIDIAN JET CO., LTD.",CHINA,f,
LNQ,FASTLINK,LINKSAIR LTD,UNITED KINGDOM,f,
LNX,LONEX,LONDON EXECUTIVE AVIATION LTD,UNITED KINGDOM,f,
LOA,LEOAIR TRAINER,LEOAIR HOLDINGS (PTY) LTD,SOUTH AFRICA,f,
LOC,LOCAIR,"LOCAIR, INC. (FORT LAUDERDALE, FL)",UNITED STATES,f,
LOF,WATERSKI,"TRANS STATES AIRLINES, INC. D/B/A TRANS  WORLD EXPRESS",UNITED STATES,f,
LOG,LOGAN,LOGAN AIR LIMITED,UNITED KINGDOM,f,
LOJ,LOJY AIR,LOJY AIR,EGYPT,f,
LOK,ALOK AIR,ALOK AIR CO.,SUDAN,f,
LOL,EASY CHARTER,EASYCHARTER LLC,GEORGIA,f,
LON,MISR,LEGEND OF THE NILE AVIATION,EGYPT,f,
LOP,LINTON,LINTON-ON-OUSE FTU,UNITED KINGDOM,f,
LOR,LEO CHARTER,LEO-AIR CC,SOUTH AFRICA,f,
LOS,LOSSIE,LOSSIEMOUTH FTU,UNITED KINGDOM,f,
LOT,LOT,LOT - POLSKIE LINIE LOTNICZE,POLAND,f,
LOX,LOX JET,FLYRICH LLC,UNITED STATES,f,
LPA,LEAP,LEAP,SWEDEN,f,
LPC,NETSTAR,ALPINE AVIATION (PTY) LTD,SOUTH AFRICA,f,
LPD,LEOPARD,UK ROYAL/HRH DUKE OF YORK,UNITED KINGDOM,f,
LPE,LANPERU,LAN PERU S.A.,PERU,f,
LPL,LEASE-A-PLANE,"LEASE-A-PLANE INTERNATIONAL (NORTHBROOK, IL)",UNITED STATES,f,
LPR,RATOVNIK,LOTNICZE POGOTOWIE RATUNKOWE,POLAND,f,
LRB,LADY RACINE,L R AIRLINES LTD,CZECHIA,f,
LRC,LACSA,"AVIANCA COSTA RICA, S.A",COSTA RICA,f,
LRD,LAREDO AIR,"LAREDO AIR (LAREDO, TX)",UNITED STATES,f,
LRG,SOLAER LAGUNA,"SOLUCIONES AEREAS DE LA LAGUNA, S.A. DE C.V.",MEXICO,f,
LRK,SKYLARK,SKYJET AVIATION SERVICES LIMITED,NIGERIA,f,
LRQ,LUX RESCUE,LUXEMBOURG AIR AMBULANCE,LUXEMBOURG,f,
LRR,LORRAINE,LORRAINE AVIATION,FRANCE,f,
LRT,LIBERTY JET,"LIBERTY JET MANAGEMENT (RONKONKOMA, NY)",UNITED STATES,f,
LRW,AL RIDA,AL RIDA AIRWAYS,MAURITANIA,f,
LSA,LEADER SERVICE,LEADER S.R.L.,ITALY,f,
LSC,CEDROS,LOS CEDROS AVIACION,CHILE,f,
LSG,SKY LACHIN,SKY GOLDEN LACHIN,TAJIKISTAN,f,
LSI,POSEIDON,MSC AIR S.P.A.,ITALY,f,
LSJ,LIAISON,AIR LIAISON,CANADA,f,
LSK,SKYLIGHT,SKYLIGHT JSC,RUSSIAN FEDERATION,f,
LSL,LEE AIR,LEAIR CHARTER SERVICES LTD,BAHAMAS,f,
LSM,TITAN,LUXAVIATION SAN MARINO S.R.L.,SAN MARINO,f,
LSN,SERVI NAL,"VL SERVICIOS NACIONALES, S.A. DE C.V.",MEXICO,f,
LSO,STARCOM,LONE STAR COMMUNICATIONS,UNITED STATES,f,
LSP,AIR TONY,SPECTRUM AVIATION INCORPORATED,UNITED KINGDOM,f,
LST,LESORTEC,"LESORTEC, S.A. DE C.V.",MEXICO,f,
LSV,SLOVENIAN AIRFORCE,SLOVENIAN MINISTRY OF DEFENCE,SLOVENIA,f,
LSX,ATLAS EXEC,"ATLAS EXECUTIVE AIR, S.L.",SPAIN,f,
LSY,LEBANON SKY,LEBANON SKY AVIATION,LEBANON,f,
LTA,LIFT,"LEADERSHIP IN FLIGHT TRAINING, LLC, DBA AS LIFT ACADEMY",UNITED STATES,f,
LTC,CHARTER JETS,CHARTER JETS,LITHUANIA,f,
LTD,LIGHTSPEED,"EXECUTIVE EXPRESS AVIATION D/B/A JA AIR CHARTER (SUGAR GROVE, IL)",UNITED STATES,f,
LTE,FUN JET,L T E INTERNATIONAL AIRWAYS S.A.,SPAIN,f,
LTF,LETS FLY,LET'S FLY S.R.O.,CZECHIA,f,
LTG,TAMCARGO,ABSA AEROLINHAS BRASILEIRAS S/A,BRAZIL,f,
LTR,LUFT TRANSPORT,LUFTTRANSPORT A/S,NORWAY,f,
LTS,SPECAIR,"FLIGHT INSPECTIONS AND SYSTEMS, CJSC",RUSSIAN FEDERATION,f,
LTU,GERMANAIR,LTU LUFTTRANSPORTUNTERNEHMEN GMBH,GERMANY,f,
LTZ,LAMINAR,LOUTZAVIA CHARTERS CC,SOUTH AFRICA,f,
LUA,LUMINAIR,LUMINAIR GMBH,GERMANY,f,
LUC,ALBINATI,ALBINATI AERONAUTICS SA,SWITZERLAND,f,
LUK,LUKOIL,LUKOIL-AVIA,RUSSIAN FEDERATION,f,
LUT,LUGO,LUFT CARGO (PTY) LTD,SOUTH AFRICA,f,
LUV,INDY,RC AIRLINES COMPANY LIMITED,THAILAND,f,
LVA,AKAAL,HAWAIIAN GLOBETROTTER,UNITED STATES,f,
LVB,SILVERBIRD,IRS AIRLINES,NIGERIA,f,
LVL,DALI,FLY LEVEL,SPAIN,f,
LVS,SIGNIA,"INSIGNIA AVIACION, S.A. DE C.V.",MEXICO,f,
LVT,ELEVATE,ELEVATE JET LLC,UNITED STATES,f,
LVU,LEVU CARGO,LEVU TRANSPORTE AEREO E LOGISTICA DE CARGAS LTDA,BRAZIL,f,
LVW,LONGVIEW,PACIFIC SKY AVIATION INC,CANADA,f,
LWA,LIBYAN WINGS,LIBYAN WINGS,LIBYA,f,
LWC,TRANSACA,"TRANSPORTES AEREOS DE ACAPULCO, S.A. DE C.V",MEXICO,f,
LWG,LUXWING,LUXWING,MALTA,f,
LWI,LUMI,LUMIWINGS,GREECE,f,
LWL,CUB DRIVER,"LOWLEVEL, LDA",PORTUGAL,f,
LXA,RED LION,LUXAVIATION S.A.,LUXEMBOURG,f,
LXC,LUXVAN,CAE AVIATION,LUXEMBOURG,f,
LXF,LYNX FLIGHT,"LYNX AIR INTERNATIONAL (FORT LAUDERDALE, FL)",UNITED STATES,f,
LXG,LUX AVIATION,"LUXAVIATION GERMANY GMBH, BUEREN",GERMANY,f,
LXJ,FLEXJET,"FLEXJET LLC (RICHARDSON, TX)",UNITED STATES,f,
LXM,LUQA,LUXAVIATION MALTA,MALTA,f,
LXP,LANEX,TRANSPORTE AEREO S.A. (LAN EXPRESS),CHILE,f,
LXR,SKY LUXURY,SKY PRIME MALTA,MALTA,f,
LXS,LYNX SERVICIOS,"LYNX SERVICIOS AEREOS, S.A. DE C.V.",MEXICO,f,
LXW,LANEXANG,LANXANG AIRWAYS INTERNATIONAL,LAO PEOPLE'S DEMOCRATIC REPUBLIC,f,
LXX,LIBYANEXPRESS,LIBYAN EXPRESS FOR AIR TRANSPORT,LIBYA,f,
LYA,LIBYAN AIR AMBULANCE,LIBYAN AIR AMBULANCE,LIBYA,f,
LYB,HIGHLANDS,LYNDEN AIR CARGO,PAPUA NEW GUINEA,f,
LYC,LYNDEN,"LYNDEN AIR CARGO, LLC",UNITED STATES,f,
LYD,LYDDAIR,LYDD AIR LTD,UNITED KINGDOM,f,
LYF,LITHUANIAN AIRFORCE,LITHUANIAN AIR FORCE SAFETY DEPARTMENT,LITHUANIA,f,
LYH,HELIGUYANE,YANKEE LIMA HELICOPTERES,FRANCE,f,
LYM,KEY LIME,"KEY LIME AIR (ENGLEWOOD, CO)",UNITED STATES,f,
LYN,ALTYN AVIA,AIR KYRGYZSTAN,KYRGYZSTAN,f,
LYX,MALTA CAT,SMARTLYNX AIRLINES MALTA,MALTA,f,
LZA,AEROLANZA,"LANZA AIR, S.L.",SPAIN,f,
LZB,FLYING BULGARIA,BULGARIA AIR,BULGARIA,f,
LZF,SKYLEASE,"LEASE FLY, S.A.",PORTUGAL,f,
MAA,MAS CARGA,"AEROTRANSPORTES MAS DE CARGA, S.A. DE C.V.",MEXICO,f,
MAB,MAPPING,AIRBORNE LIDAR MAPPING A/S,DENMARK,f,
MAC,ARABIA MAROC,AIR ARABIA MAROC,MOROCCO,f,
MAD,MALONE,"MALONE AIRCHARTER, INC",UNITED STATES,f,
MAE,MALI AIREXPRESS,MALI AIR LUFTVERKEHR GESELLSCHAFT M.B.H.,AUSTRIA,f,
MAG,MAGMA,NATO ALLIANCE GROUND SURVEILLANCE (AGS),ITALY,f,
MAJ,ME TACK,MITSUBISHI AIRCRAFT CORPORATION,JAPAN,f,
MAK,MAKLEE,MAKLEE AIR,UNITED STATES,f,
MAL,MORNINGSTAR,MORNINGSTAR AIR INC.,CANADA,f,
MAN,MANNION,"MANNION AIR CHARTER, INC. (YPSILANTI, MI)",UNITED STATES,f,
MAO,MAYO,"MAYO CLINIC (ROCHESTER, MN)",UNITED STATES,f,
MAP,ALTJETS,"ALTAIR JETS, C.A.",VENEZUELA,f,
MAQ,MAC AVIATION,"MAC AVIATION, S.L.",SPAIN,f,
MAR,HELLASMED,AIR MEDITERRANEAN S.A,GREECE,f,
MAS,MALAYSIAN,MALAYSIA AIRLINES BERHAD,MALAYSIA,f,
MAT,MAINE-AV,"MAINE AVIATION AIRCRAFT CHARTER LLC (PORTLAND, ME)",UNITED STATES,f,
MAU,AIRMAURITIUS,AIR MAURITIUS LIMITED,MAURITIUS,f,
MAV,SEA WING,MANTA AVIATION PVT. LTD.,MALDIVES,f,
MAW,MUSTIQUE,MUSTIQUE AIRWAYS,SAINT VINCENT AND THE GRENADINES,f,
MAX,MAX AVIATION,MAX-AVIATION,CANADA,f,
MAY,BLUE MED,MALTA AIR,MALTA,f,
MBA,AVAG AIR,AVAG AIR GMBH FUR LUFTFAHRT,AUSTRIA,f,
MBC,MABECO,"AIRJET EXPLORACAO AEREA DE CARGA, PASSAGEIROS E CORREIOS, LDA",ANGOLA,f,
MBE,MARTIN,MARTIN-BAKER LTD.,UNITED KINGDOM,f,
MBF,MABE FLIGHTS,"MABE FLIGHTS, S.L.",SPAIN,f,
MBG,CHALGROVE,ZEPHYR AVIATION LTD,UNITED KINGDOM,f,
MBK,MATBLACK,CHRONO JET INC,CANADA,f,
MBO,AEROBEL,MB AERO,BELARUS,f,
MBR,BRAZILIAN NAVY,BRAZILIAN NAVY AVIATION,BRAZIL,f,
MBS,MBACHI AIR,MBACHI AIR/GROUND SERVICES LIMITED,MALAWI,f,
MBT,MANITOBA,"PROVINCE OF MANITOBA, AIR SERVICES BRANCH",CANADA,f,
MBU,MARABU,MARABU AIRLINES OU,ESTONIA,f,
MCA,COASTAL CLIPPER,MEDITERRANEAN COASTAL AIRLINES LTD.,MALTA,f,
MCB,MISSINIPPI,BEAVER AIR SERVICES L.P.,CANADA,f,
MCC,DISCOVERY,MCC AVIATION (PTY) LTD,SOUTH AFRICA,f,
MCD,AIR MED,AIR MEDICAL LTD,UNITED KINGDOM,f,
MCE,MARSHALL,MARSHALL AEROSPACE,UNITED KINGDOM,f,
MCK,MAVERICK,AEROWAYS,GERMANY,f,
MCL,MEDIC,MEDICAL AVIATION SERVICES LTD,UNITED KINGDOM,f,
MCM,HELI AIR,HELI-AIR-MONACO,MONACO,f,
MCO,MARCOS,"AEROLINEAS MARCOS, S.A. DE C.V.",MEXICO,f,
MCP,MARCOPOLO,MARCOPOLO AIRWAYS,AFGHANISTAN,f,
MCS,CARMEX,MCS AEROCARGA DE MEXICO S.A. DE C.V.,MEXICO,f,
MCT,TRANS CORTES,"TRANSPORTACION AEREA DEL MAR DE CORTES, S.A. DE C.V.",MEXICO,f,
MCV,MTC AVIACION,"MTC AVIACION, S.A. DE C.V.",MEXICO,f,
MCW,MACHINE WORKS,AVIATION MACHINE WORKS - CENTRAFRIQUE (AMW-CENTRAFRIQUE),CENTRAL AFRICAN REPUBLIC,f,
MCX,MAURICARGO,CARGO EXPRESS,MAURITANIA,f,
MCY,MERCY,AMBULANCE AIR AFRICA,SOUTH AFRICA,f,
MDA,MANDARIN,MANDARIN AIRLINES,CHINA,f,
MDB,MARIANAS,"VERTICAL AVIATION, LLC",UNITED STATES,f,
MDE,MAURI-TRANS,MAURITANIENNE DE TRANSPORT AERIEN,MAURITANIA,f,
MDF,MED-FREIGHT,SWIFTAIR HELLAS S.A.,GREECE,f,
MDG,AIR MADAGASCAR,"AIR MADAGASCAR, SOCIETE NATIONALE MALGACHE DE TRANSPORTS AERIENS",MADAGASCAR,f,
MDI,MEDOPS,IAS MEDICAL LTD,UNITED KINGDOM,f,
MDK,MADIKWE,MADIKWE CHARTER CC,SOUTH AFRICA,f,
MDM,MEDAVIA,MEDAVIA COMPANY LTD,MALTA,f,
MDN,MACDAN,MCDAN AVIATION SAN MARINO S.R.L.,SAN MARINO,f,
MDO,KUDA,MEL AIR LIMITED,MALTA,f,
MDR,AEROPLANOS,"COMPANIA MEXICANA DE AEROPLANOS, S.A.",MEXICO,f,
MDS,MID-SOUTH,"MCNEELY CHARTER SERVICES, INC. (WEST MEMPHIS, AR)",UNITED STATES,f,
MDT,MIDNIGHT,SUNDT AIR A/S,NORWAY,f,
MDW,MEDWING,FLYAWESOME LIMITED,MALTA,f,
MDX,MEDAIR,MEDAIR CHARTER (PTY) LTD,SOUTH AFRICA,f,
MEA,CEDAR JET,MIDDLE EAST AIRLINES - AIRLIBAN,LEBANON,f,
MEC,MERCAIR,"MERCURY AIRCOURIER SERVICE (SALT LAKE CITY, UT)",UNITED STATES,f,
MEF,EMPENNAGE,AIR MERIDIAN LIMITED,NIGERIA,f,
MEI,AVALON,"MERLIN AIRWAYS, INC. (BILLINGS, MT)",UNITED STATES,f,
MEJ,MEDJET,"AIRMED INTERNATIONAL LLC (BIRMINGHAM, AL)",UNITED STATES,f,
MEK,MED-TRANS,"MED-TRANS OF FLORIDA, INC. (TAMPA, FL)",UNITED STATES,f,
MEL,MEGA AIR,MEGA LINHAS AEREAS,BRAZIL,f,
MEM,MERIDIAN CHERRY,MERIDIAN LTD,UKRAINE,f,
MEN,RAHAL,MAE AIRCRAFT MANAGEMENT,BAHRAIN,f,
MER,METHOW,"METHOW AVIATION, INC. (EAST WENATCHEE, WA)",UNITED STATES,f,
MES,MESABA,"MESABA AVIATION (GRAND RAPIDS, MN)",UNITED STATES,f,
MET,METMAN,METEOROLOGICAL RESEARCH FLIGHT,UNITED KINGDOM,f,
MEV,MED-VIEW,MED-VIEW AIRLINES (NIGERIA) LIMITED,NIGERIA,f,
MFA,SEAHORSE,MARTYN FIDDLER ASSOCIATES,UNITED KINGDOM,f,
MFB,MOUNTAINHELI,MOUNTAIN FLYERS 80 LTD,SWITZERLAND,f,
MFC,EAST WIND,CANLINK AVIATION INC.,CANADA,f,
MFD,FREIGHT DOG,"MONARCH AIR GROUP, LLC (FT. LAUDERDALE, FL)",UNITED STATES,f,
MFG,MID AFRICA,MID AFRICA AVIATION,GAMBIA,f,
MFJ,SEGURO,SOLENTA AVIATION MOZAMBIQUE SA,MOZAMBIQUE,f,
MFL,MCFLY,"AERO MCFLY, S.A. DE C.V.",MEXICO,f,
MFR,MIDLINE FREIGHT,"MIDLINE AIR FREIGHT (OWENSBORO, KY)",UNITED STATES,f,
MFT,YORKAIR,MULTIFLIGHT LTD,UNITED KINGDOM,f,
MFX,WHITEBIRD,MY FREIGHTER,UZBEKISTAN,f,
MFY,MEDIFLY MEX,"MEDIFLY, S.A. DE C.V.",MEXICO,f,
MGA,MAG AVIACION,M G AVIACION S.L.,SPAIN,f,
MGC,MONGOLIA CARGO,AIR CARGO MONGOLIA,MONGOLIA,f,
MGD,MIAMI AIR,"MIAMI AIR LEASE, INC. (MIAMI, FL)",UNITED STATES,f,
MGE,MAGELLAN,"AERO-MICRONESIA, INC. D/B/A ASIA PACIFIC AIRLINES (DANVILLE, CA)",UNITED STATES,f,
MGF,FOGLIA,TRTO AGENCY LTD.,MALTA,f,
MGG,ELMAGAL,ELMAGAL AVIATION SERVICES CO. LTD,SUDAN,f,
MGH,MAVI,MAVI GOK HAVACILIK A.S,TURKEY,f,
MGI,MARGHI,MARGHI AIR LIMITED,NIGERIA,f,
MGL,MONGOL AIR,MONGOLIAN AIRLINES,MONGOLIA,f,
MGM,AERO EMM-GEE-EMM,"TRANSPORTE AEREO MGM, S.A DE C.V.",MEXICO,f,
MGO,MANGO,PUNTO FA S.L.,SPAIN,f,
MGP,MAGPIE,ARIRANG AVIATION LIMITED,BANGLADESH,f,
MGT,MIGHTYVAN,AIR ATTACK TECHNOLOGIES,FRANCE,f,
MGW,GREAT MONGOLIAN,MONGOLIAN AIRWAYS CARGO,MONGOLIA,f,
MGX,MONTAIR,MONTENEGRO AIRLINES,MONTENEGRO,f,
MGY,MADAGASCAR AIRLINES,MADAGASCAR AIRLINES,MADAGASCAR,f,
MHA,MOUNTAIN HIGH,"MOUNTAIN HIGH AVIATION (WALLA WALLA, WA)",UNITED STATES,f,
MHC,AERO JOMACHA,"AERO JOMACHA, S.A. DE C.V.",MEXICO,f,
MHD,YAS AIR,YAS AIR KISH,IRAN (ISLAMIC REPUBLIC OF),f,
MHF,AIR MARITIME,"MARITIME HELICOTPERS (HOMER, AK)",UNITED STATES,f,
MHH,MOUNTHILL,MOUNTHILL AVIATION RESOURCE SERVICES LTD.,NIGERIA,f,
MHK,AL-NASER,AL-NASER AIRLINES,IRAQ,f,
MHL,HASSIMAIR,MERIDIAN AIRLINES LTD,NIGERIA,f,
MHN,MANHATTAN,MANHATTAN AIR LIMITED,UNITED KINGDOM,f,
MHO,MAHALO,"MOKULELE AIRLINES (KAILUA'KONA, HI)",UNITED STATES,f,
MHQ,HELICARE,SKARGARDSHAVETS HELIKOPTERTJANST AB (SHT),FINLAND,f,
MHS,AIR MEMPHIS,AIR MEMPHIS,EGYPT,f,
MHU,MEMPHIS UGANDA,AIR MEMPHIS,UGANDA,f,
MHV,SNOWCAP,"MHS AVIATION GMBH, GRUENWALD",GERMANY,f,
MIA,MAURIA,"MAURIA, SOCIETE MAURITANIENNE D'AVIATION",MAURITANIA,f,
MIC,MINT AIRWAYS,"MINT LINEAS AEREAS, S.A.",SPAIN,f,
MID,MIDCOAST,"WATERS AERO-MARINE, INC. D/B/A PENOBSCOT ISLAND AIR (SOUTH THOMASTON, ME)",UNITED STATES,f,
MIE,AEROPREMIER,"AERO PREMIER DE MEXICO, S.A. DE C.V.",MEXICO,f,
MIG,MIG AVIA,"RUSSIAN AIRCRAFT CORPORATION -MIG, FEDERAL STATE UNITARY ENTERPRISE",RUSSIAN FEDERATION,f,
MIH,MASSYLINE,MASSY AIRLINES,NIGER,f,
MIM,MILLESIME,MILLESIME AVIATION,FRANCE,f,
MIR,AEROMIR,"SERVICIOS AEREOS MIRA, S.A. DE C.V.",MEXICO,f,
MIS,ARTEMIS,BIRD IN A BIPLANE LTD,UNITED KINGDOM,f,
MIT,MATCO,"FLIGHT LINE, INC. (JACKSON, MS)",UNITED STATES,f,
MIZ,MILAZ,"DESARROLLO MILAZ, S.A. DE C.V.",MEXICO,f,
MJA,MAJARA,ALMAJARA AVIATION,SUDAN,f,
MJC,AIR MANDA,"MANDARIN AIR CO., LTD",CHINA,f,
MJE,EMJET,EMPIRE AVIATION GROUP,UNITED ARAB EMIRATES,f,
MJF,EM-EXPRESS,MJET GMBH,AUSTRIA,f,
MJI,MAJESTIC JET,"MAJESTIC JET, INC. (FT. LAUDERDALE, FL)",UNITED STATES,f,
MJJ,SPEEDY,MJETS LIMITED,THAILAND,f,
MJN,MAJAN,ROYAL AIR FORCE OF OMAN (AIR TRANSPORT),OMAN,f,
MJP,AIR MAJORO,AIR MAJORO S.A.,PERU,f,
MJR,MAJOR,"MIDAMERICA JET, INC. (OWENSBORO, KY)",UNITED STATES,f,
MJS,JET SAVER,"AIRCHARTERS WORLWIDE INC. (FT. LAUDERDALE, FL)",UNITED STATES,f,
MJT,MADJET,"MADJET-TRANSPORTES AEREOS, S.A.",PORTUGAL,f,
MKA,MOKA AIR,MOKA AIRWAYS,YEMEN,f,
MKB,GREENTAIL,MACK AIR,BOTSWANA,f,
MKG,MEKONG,AIR MEKONG (MEKONG AVIATION JOINT STOCK COMPANY),VIET NAM,f,
MKL,MCCALL,"MCCALL AVIATION, INC. (MCCALL, ID)",UNITED STATES,f,
MKR,AIR LANME,"LANMEI AIRLINES (CAMBODIA) CO., LTD",CAMBODIA,f,
MKT,LASYITA,PT. PERSADA PERKASA AIRNESIA,INDONESIA,f,
