Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
SMX,SMX RZS V186 PDZ POC,POC,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 ITSME V264 POM V197 PDZ V186 NIKKL V64 TRM PSP PSP,PSP,,,,TEC,SBP SMX VBG LPC IZA TO PSP UDD TRM,PQ110,,SBAP71,1,ZLA,ZLA
SMX,SMX RZS V186 PDZ RAL,RAL,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,ZLA
SMX,SMX RZS V186 PDZ REI,REI,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,
SMX,SMX RZS V186 PDZ RIR,RIR,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,ZLA
SMX,SMX RZS V186 PDZ RIV,RIV,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 ITSME V264 POM V197 PDZ RIV,RIV,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,J110M90,,SBAP52,2,ZLA,ZLA
SMX,SMX RZS V597 OCN V208 JLI RNM,RNM,,,,TEC,SBP SMX VBG LPC IZA TO RNM,PQ90,,SBAP67,1,ZLA,ZLA
SMX,SMX RZS V186 ROBNN V208 JLI RNM,RNM,,,,TEC,SBP SMX VBG LPC IZA TO RNM (LAXE),PQ70,,SBAP68,2,ZLA,ZLA
SMX,SMX RZS VTU V208 JLI RNM,RNM,,,,TEC,SBP SMX VBG LPC IZA TO RNM,J110M90,,SBAP69,3,ZLA,ZLA
SMX,SMX RZS V597 MZB SAN,SAN,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,PQ90,,SBAP62,1,ZLA,ZLA
SMX,SMX RZS V186 HAILE V66 MZB SAN,SAN,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE (LAXE),PQ70,,SBAP63,2,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC V208 HUBRD CARDI MZB SAN,SAN,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,J110M90,,SBAP64,3,ZLA,ZLA
SMX,SMX RZS V186 VNY V186 BAYJY V363 DANAH V165 SARGS SAN,SAN,,,,TEC,SBP SMX VBG LPC IZA TO SAN (SANE),PQ70,,SBAP65,4,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC V27 REDIN V165 SARGS SAN,SAN,,,,TEC,SBP SMX VBG LPC IZA TO SAN (SANE),J110M90,,SBAP66,5,ZLA,ZLA
SMX,SMX RZS V186 PDZ SBD,SBD,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,PQ70,,SBAP51,1,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 ITSME V264 POM V197 PDZ SBD,SBD,,,,TEC,SBP SMX VBG LPC IZA TO CNO EMT REI L65 AJO POC ONT RAL RIR RIV SBD,J110M90,,SBAP52,2,ZLA,ZLA
SMX,SMX RZS V597 MZB SDM,SDM,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,PQ90,,SBAP62,1,ZLA,ZLA
SMX,SMX RZS V186 HAILE V66 MZB SDM,SDM,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE (LAXE),PQ70,,SBAP63,2,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC V208 HUBRD CARDI MZB SDM,SDM,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,J110M90,,SBAP64,3,ZLA,ZLA
SMX,SMX RZS V597 MZB SEE,SEE,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,PQ90,,SBAP62,1,ZLA,ZLA
SMX,SMX RZS V186 HAILE V66 MZB SEE,SEE,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE (LAXE),PQ70,,SBAP63,2,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC V208 HUBRD CARDI MZB SEE,SEE,,,,TEC,SBP SMX VBG LPC IZA TO MYF NRS NZY SAN SDM SEE,J110M90,,SBAP64,3,ZLA,ZLA
SMX,SMX RZS V186 ADAMM V394 SLI SLI,SLI,,,,TEC,SBP SMX VBG LPC IZA TO FUL LGB SLI TOA,PQ70,,SBAP40,1,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC SLI SLI,SLI,,,,TEC,SBP SMX VBG LPC IZA TO FUL LGB SLI TOA SNA HHR,J110M90,,SBAP43,2,ZLA,ZLA
SMX,SMX RZS V186 DARTS SMO,SMO,,,,TEC,SBP SMX VBG LPC IZA TO SMO,PQ70,,SBAP47,1,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 DARTS SMO,SMO,,,,TEC,SBP SMX VBG LPC IZA TO SMO,J110M90,,SBAP48,2,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC SLI SNA,SNA,,,,TEC,SBP SMX VBG LPC IZA TO FUL LGB SLI TOA SNA HHR,J110M90,,SBAP43,1,ZLA,ZLA
SMX,SMX RZS V186 BAYJY V363 POXKU V8 SLI SNA,SNA,,,,TEC,SBP SMX VBG LPC IZA TO SNA,PQ70,,SBAP41,2,ZLA,ZLA
SMX,SMX RZS V186 ADAMM V394 SLI TOA,TOA,,,,TEC,SBP SMX VBG LPC IZA TO FUL LGB SLI TOA,PQ70,,SBAP40,1,ZLA,ZLA
SMX,SMX RZS VTU V208 SXC SLI TOA,TOA,,,,TEC,SBP SMX VBG LPC IZA TO FUL LGB SLI TOA SNA HHR,J110M90,,SBAP43,2,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 ITSME V264 POM V197 PDZ V186 NIKKL V64 TRM PSP TRM,TRM,,,,TEC,SBP SMX VBG LPC IZA TO PSP UDD TRM,PQ110,,SBAP71,1,ZLA,ZLA
SMX,SMX RZS V386 FIM V186 ITSME V264 POM V197 PDZ V186 NIKKL V64 TRM PSP UDD,UDD,,,,TEC,SBP SMX VBG LPC IZA TO PSP UDD TRM,PQ110,,SBAP71,1,ZLA,ZLA
SMX,SMX RZS V186 FIM VNY,VNY,,,,TEC,SBP SMX VBG LPC IZA TO BUR VNY WHP,PQ70,,SBAP37,1,ZLA,ZLA
SMX,SMX RZS V386 FIM FERN7 VNY,VNY,,,,TEC,SBP SMX VBG LPC IZA TO BUR VNY,J110M90,,SBAP38,2,ZLA,ZLA
SMX,SMX RZS V186 FIM WHP,WHP,,,,TEC,SBP SMX VBG LPC IZA TO BUR VNY WHP,PQ70,,SBAP37,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ AJO,AJO,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA STAYY4 CNERY BLH TFD SSO ELP FST DILLO LAIKS3 AUS,AUS,,,,H,,,,,1,ZLA,ZHU
SNA,SNA SLI V23 POPPR SMO125 SMO SMO311 SILEX BUR,BUR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO BUR,PQ40,,CSTP1,1,ZLA,ZLA
SNA,SNA SLI V23 LAX LAX316 SILEX BUR,BUR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO BUR,JM60,,CSTP2,2,ZLA,ZLA
SNA,SNA SLI SLI341 ELMOO V186 VNY BUR,BUR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO BUR VNY WHP (LAXE),JMPQ60,,CSTP5,3,ZLA,ZLA
SNA,SNA SLI V8 POXKU V363 POM CCB,CCB,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CCB EMT POC,JMPQ50,,CSTP12,1,ZLA,ZLA
SNA,SNA SLI V23 POPPR SMO125 SMO VNY CMA,CMA,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD OXR CMA,PQ40,,CSTP24,1,ZLA,ZLA
SNA,SNA SLI SLI341/019 ELMOO V186 FIM CMA,CMA,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD CMA OXR (LAXE),JM50PQ40,,CSTP25,2,ZLA,ZLA
SNA,SNA SXC V208 VTU CMA,CMA,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,J80,,CSTP29B,3,ZLA,ZLA
SNA,SNA SLI V23 LAX VNY CMA,CMA,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,M60,,CSTP29A,4,ZLA,ZLA
SNA,SNA SLI V8 PDZ CNO,CNO,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA V23 OCN CRQ,CRQ,,,,TEC,SNA TO CRQ NFG NKX OKB,PQ50,,CSTP30,5,ZLA,ZLA
SNA,SNA V25 PACIF V208 OCN CRQ,CRQ,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CRQ NFG NKX OKB,JM70,,CSTP17,6,ZLA,ZLA
SNA,SNA SLI V8 POXKU V363 POM EMT,EMT,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CCB EMT POC,JMPQ50,,CSTP12,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ PDZ092/015 JESEX F70,F70,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO F70,JM60PQ50,,CSTP16,1,ZLA,ZLA
SNA,SNA SLI SLI340 WELLZ HHR,HHR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO HHR (RWY25),JM70PQ40,,CSTP6,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ V186 NIKKL HMT,HMT,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO HMT,JM60PQ50,,CSTP14,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ L65,L65,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA SLI LAX,LAX,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO LAX,JM70PQ40,,CSTP7,2,ZLA,ZLA
SNA,SNA SLI V8 TANDY LAX,LAX,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO LAX (LAXE),JM50PQ40,,CSTP8,3,ZLA,ZLA
SNA,SNA V23 MZB MYF,MYF,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,5,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB MYF,MYF,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,6,ZLA,ZLA
SNA,SNA V25 PACIF V208 OCN NFG,NFG,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CRQ NFG NKX OKB,JM70,,CSTP17,1,ZLA,ZLA
SNA,SNA V23 OCN NFG,NFG,,,,TEC,SNA TO CRQ NFG NKX OKB,PQ50,,CSTP30,2,ZLA,ZLA
SNA,SNA V25 PACIF V208 OCN NKX,NKX,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CRQ NFG NKX OKB,JM70,,CSTP17,1,ZLA,ZLA
SNA,SNA V23 OCN NKX,NKX,,,,TEC,SNA TO CRQ NFG NKX OKB,PQ50,,CSTP30,2,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB NRS,NRS,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,1,ZLA,ZLA
SNA,SNA V23 MZB NRS,NRS,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,2,ZLA,ZLA
SNA,SNA SLI V23 POPPR SMO125 SMO VNY NTD,NTD,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD OXR CMA,PQ40,,CSTP24,1,ZLA,ZLA
SNA,SNA SLI SLI341/019 ELMOO V186 FIM NTD,NTD,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD CMA OXR (LAXE),JM50PQ40,,CSTP25,2,ZLA,ZLA
SNA,SNA SXC V208 VTU NTD,NTD,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,J80,,CSTP29B,3,ZLA,ZLA
SNA,SNA SLI V23 LAX VNY NTD,NTD,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,M60,,CSTP29A,4,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB NZY,NZY,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,1,ZLA,ZLA
SNA,SNA V23 MZB NZY,NZY,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,2,ZLA,ZLA
SNA,SNA V25 PACIF V208 OCN OKB,OKB,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CRQ NFG NKX OKB,JM70,,CSTP17,1,ZLA,ZLA
SNA,SNA V23 OCN OKB,OKB,,,,TEC,SNA TO CRQ NFG NKX OKB,PQ50,,CSTP30,2,ZLA,ZLA
SNA,SNA SLI V8 PDZ ONT,ONT,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA SLI V23 POPPR SMO125 SMO VNY OXR,OXR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD OXR CMA,PQ40,,CSTP24,1,ZLA,ZLA
SNA,SNA SLI SLI341/019 ELMOO V186 FIM OXR,OXR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO NTD CMA OXR (LAXE),JM50PQ40,,CSTP25,2,ZLA,ZLA
SNA,SNA SXC V208 VTU OXR,OXR,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,J80,,CSTP29B,3,ZLA,ZLA
SNA,SNA SLI V23 LAX VNY OXR,OXR,,,,TEC,FUL SLI SNA TOA (RWY11) TO NTD OXR CMA,M60,,CSTP29A,4,ZLA,ZLA
SNA,SNA SLI V8 POXKU V363 POM POC,POC,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CCB EMT POC,JMPQ50,,CSTP12,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ RAL,RAL,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ REI,REI,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,
SNA,SNA SLI V8 PDZ RIR,RIR,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA SLI V8 PDZ RIV,RIV,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA V23 OCN V208 JLI RNM,RNM,,,,TEC,SNA TO RNM,PQ70,,CSTP32,5,ZLA,ZLA
SNA,SNA V25 PACIF V208 JLI RNM,RNM,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO RNM,JM70,,CSTP18,6,ZLA,ZLA
SNA,SNA V23 OCN V165 SARGS SAN,SAN,,,,TEC,SNA TO SAN (SANE),PQ50,,CSTP33,10,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB SAN,SAN,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,11,ZLA,ZLA
SNA,SNA V25 REDIN V165 SARGS SAN,SAN,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SAN (SANE),J110M90,,CSTP20,12,ZLA,ZLA
SNA,SNA V23 MZB SAN,SAN,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,13,ZLA,ZLA
SNA,SNA SLI V23 LAX V299 VTU VTU282 KWANG SBA,SBA,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SBA,PQ60,,CSTP21,1,ZLA,ZLA
SNA,SNA SLI SLI341 ELMOO VNY095 VNY V186 FIM V186 DEANO V27 KWANG SBA,SBA,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SBA (LAXE),MPQ60,,CSTP22,2,ZLA,ZLA
SNA,SNA SXC V208 VTU VTU282 KWANG SBA,SBA,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SBA (LAXE),J100,,CSTP23,3,ZLA,ZLA
SNA,SNA SXC V208 VTU VTU282 KWANG SBA,SBA,,,,TEC,FUL SLI SNA TOA (RWY11) TO SBA,J100M80,,CSTP28,4,ZLA,ZLA
SNA,SNA SLI V8 PDZ SBD,SBD,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO CNO REI L65 AJO ONT RAL RIR RIV SBD,JM60PQ50,,CSTP13,1,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB SDM,SDM,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,1,ZLA,ZLA
SNA,SNA V23 MZB SDM,SDM,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,2,ZLA,ZLA
SNA,SNA PACIF V208 HUBRD CARDI MZB SEE,SEE,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO MYF NRS NZY SAN SDM SEE,J110M90,,CSTP19,1,ZLA,ZLA
SNA,SNA V23 MZB SEE,SEE,,,,TEC,SNA TO MYF NRS NZY SAN SDM SEE,PQ50,,CSTP31,2,ZLA,ZLA
SNA,SNA SLI V8 POXKU V363 BAYJY V186 DARTS SMO,SMO,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SMO,PQ60,,CSTP9,1,ZLA,ZLA
SNA,SNA SLI V459 DARTS SMO,SMO,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SMO,JM80,,CSTP10,2,ZLA,ZLA
SNA,SNA SLI SLI341 ELMOO VNY095 DARTS SMO,SMO,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO SMO (LAXE),JM50PQ40,,CSTP11,3,ZLA,ZLA
SNA,SNA SLI SLI341 ELMOO V186 VNY VNY,VNY,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO BUR VNY WHP (LAXE),JMPQ60,,CSTP5,1,ZLA,ZLA
SNA,SNA SLI V23 POPPR SMO125 SMO SMO317 CANOG VNY,VNY,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO WHP VNY,PQ40,,CSTP3,2,ZLA,ZLA
SNA,SNA SLI V23 LAX LAX320 CANOG VNY,VNY,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO WHP VNY,JM60,,CSTP4,3,ZLA,ZLA
SNA,SNA SLI SLI341 ELMOO V186 VNY WHP,WHP,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO BUR VNY WHP (LAXE),JMPQ60,,CSTP5,1,ZLA,ZLA
SNA,SNA SLI V23 POPPR SMO125 SMO SMO317 CANOG WHP,WHP,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO WHP VNY,PQ40,,CSTP3,2,ZLA,ZLA
SNA,SNA SLI V23 LAX LAX320 CANOG WHP,WHP,,,,TEC,FUL LGB SLI SNA TOA (RWY11) TO WHP VNY,JM60,,CSTP4,3,ZLA,ZLA
SPI,SPI PNT MOTIF6 MDW,MDW,,,,L,,,,,1,ZKC,ZAU
SPI,SPI PNT TRICH SHAIN2 ORD,ORD,,,,H,,,TURBOJET,,1,ZKC,ZAU
SPI,SPI PNT TRICH TRTLL6 ORD,ORD,,,,H,,,TURBOJET,,2,ZKC,ZAU
SPI,SPI PNT TRTLL6 ORD,ORD,,,,L,,,,,1,ZKC,ZAU
SQL,SQL OSI V25 SNS CVH,CVH,,,,TEC,SQL TO CVH MRY OAR SNS WVI,JMPQ50,SQL04,SFOW,1,ZOA,ZOA
SQL,SQL OSI V25 SNS CVH,CVH,,,,TEC,SQL TO CVH MRY OAR SNS WVI,JMPQ60,SQL05,SFOE,2,ZOA,ZOA
SQL,SQL SJC V334 SUNOL MOD LSN,LSN,,,,TEC,SQL TO LSN MCE MER MOD F34,JMP70Q50,SQL01,SFOW,1,ZOA,ZOA
SQL,SQL OAK V244 ALTAM MOD LSN,LSN,,,,TEC,SQL TO LSN MCE MER MOD F34 LVK SCK TCY C83 O20 O27 1O3,JMP70Q50,SQL02,SFOE,2,ZOA,ZOA
SQL,SQL OAK V244 ALTAM LVK,LVK,,,,TEC,SQL TO LVK SCK TCY C83 O20 O27 1O3,JMPQ50,SQL03,SFOE,1,ZOA,ZOA
SQL,SQL OSI SJC NUQ,NUQ,,,,TEC,SQL TO E16 NUQ PAO RHV SJC,JMPQ50,SQL06,,1,ZOA,ZOA
SQL,SQL OAK V6 SAC SAC,SAC,,,,TEC,SQL TO SAC SMF O88,Q50,SQL06,SFOW,1,ZOA,ZOA
SQL,SQL ORRCA SAC,SAC,,,,TEC,SQL TO SAC SMF O88,JMP110,SQL07,SFOW,2,ZOA,ZOA
SQL,SQL OAK V244 ALTAM V334 SAC SAC,SAC,,,,TEC,SQL TO SAC SMF O88,MPQ50,SQL08,SFOE,3,ZOA,ZOA
SQL,SQL ORRCA SAC,SAC,,,,TEC,SQL TO SAC SMF O88,J110,SQL09,SFOE,4,ZOA,ZOA
SQS,SQS SQS UJM6 MEM,MEM,,,,SHD,TRAFFIC ENTERING MEMPHIS ARTCC ON OR SOUTH OF J6,,NON-RNAV EQUIPPED,SOUTHWEST,1,,ZME
SQS,SQS MEVEE HOBRK3 MEM,MEM,,,,SHD,TRAFFIC ENTERING MEMPHIS ARTCC ON OR SOUTH OF J6,,RNAV ONLY,SOUTHWEST,2,,ZME
SRQ,SRQ SRKUS4 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 BOS,BOS,1000-0300,,,H,FROM SRQ.VNC,,,,1,ZMA,ZBW
SRQ,SRQ SRKUS4 CAMJO Q99 OGRAE GOOOB THHMP RAVNN6 BWI,BWI,,,,H,FROM SRQ.VNC TO BWI.DMW.MTN,,,,2,ZMA,ZDC
SRQ,SRQ SRKUS4 CAMJO SPA J85 HVQ JANYS ROLLN2 CLE,CLE,,,,H,,,,,1,ZMA,ZOB
SRQ,SRQ SRKUS4 CAMJO TWINS PONZE BANKR4 CLT,CLT,,,,H,,,,,2,ZMA,ZTL
SRQ,SRQ SRKUS4 CAMJO Q99 BLAAN Q69 RICCS OXMAN LINNG-STAR CYYZ,CYYZ,1000-0300,,,H,,,TURBOJETS,,1,ZMA,CZY
SRQ,SRQ VARZE T210 GUANO DAB,DAB,,,,L,,,,,1,ZMA,ZJX
SRQ,SRQ SRKUS4 CAMJO Q99 OGRAE FUUFF WAVES CAPSS3 DCA,DCA,1100-0300,,,H,FROM SRQ.VNC,,,,1,ZMA,ZDC
SRQ,SRQ REMIS Y280 REDFN Q105 HRV J58 SPS LBL HALEN NIIXX3 DEN,DEN,,,,H,,,,,1,ZMA,ZDV
SRQ,SRQ SRKUS4 MOMIE BRUTS Q118 THRSR SMTTH Q67 HNN SUBWY HTROD2 DTW,DTW,,,,H,,,,DTW SOUTH FLOW,1,ZMA,ZOB
SRQ,SRQ SRKUS4 MOMIE BRUTS Q118 THRSR SMTTH Q67 HNN SUBWY CRAKN2 DTW,DTW,,,,H,,,,DTW NORTH FLOW,2,ZMA,ZOB
SRQ,SRQ SRKUS4 CAMJO Q99 QUART PHLBO4 EWR,EWR,,,,H,FROM SRQ.VNC,,,,2,ZMA,ZNY
SRQ,SRQ RSW V599 NEWER FLL,FLL,,,,H,,AT OR BELOW 100,PROPS ONLY,,1,ZMA,ZMA
SRQ,SRQ SABEE TEEKY3 FLL,FLL,,,,H,,,,,2,ZMA,ZMA
SRQ,SRQ RSW V599 NEWER FLL,FLL,,,,L,,AT OR BELOW 100 BELOW 210 KTS,,,1,ZMA,ZMA
SRQ,SRQ LBV GILBI NEWER FLL,FLL,,,,L,,AT OR ABOVE 110,PROPS ONLY,,2,ZMA,ZMA
SRQ,SRQ RSW FORTL FORTL9 FLL,FLL,1030-0300,,,L,,,,,4,ZMA,ZMA
SRQ,SRQ SABEE TEEKY3 FLL,FLL,,,,L,TO FLL.FXE.PMP,,,,5,ZMA,ZMA
SRQ,SRQ SRKUS4 CAMJO Q109 DFENC SAWED Q97 DLAAY RADDS Q445 BRIGS Q439 SARDI CCC DPK FRG,FRG,1000-0300,,,H,FROM SRQ.VNC,,,,1,ZMA,ZNY
SRQ,SRQ SRKUS4 SIMMR CHRGE Y280 LEV BAYYY5 HOU,HOU,,,,H,,,TURBOJETS,HOU EAST FLOW,1,ZMA,ZHU
SRQ,SRQ SRKUS4 MOMIE PATOY Q116 JAWJA CABLO DEFUN J2 SJI BAYYY5 HOU,HOU,,,,H,,,TURBOJETS,HOU EAST FLOW,2,ZMA,ZHU
SRQ,SRQ SRKUS4 SIMMR CHRGE Y280 LEV PUCKS4 HOU,HOU,,,,H,,,TURBOJETS,HOU WEST FLOW,3,ZMA,ZHU
SRQ,SRQ SRKUS4 MOMIE PATOY Q116 CABLO DEFUN J2 SJI PUCKS4 HOU,HOU,,,,H,,,TURBOJETS,HOU WEST FLOW,4,ZMA,ZHU
SRQ,SRQ SRKUS4 CAMJO Q99 OGRAE BZNGA DORRN CAVLR4 IAD,IAD,,,,H,FROM SRQ.VNC,,,,1,ZMA,ZDC
SRQ,SRQ SRKUS4 SIMMR CHRGE Y280 LEV NNCEE1 IAH,IAH,,,,H,,,TURBOJETS,IAH EAST FLOW,1,ZMA,ZHU
SRQ,SRQ SRKUS4 MOMIE PATOY Q116 JAWJA CABLO DEFUN J2 SJI NNCEE1 IAH,IAH,,,,H,,,TURBOJETS,IAH EAST FLOW,2,ZMA,ZHU
SRQ,SRQ SRKUS4 SIMMR CHRGE Y280 LEV LINKK1 IAH,IAH,,,,H,,,TURBOJETS,IAH WEST FLOW,4,ZMA,ZHU
SRQ,SRQ SRKUS4 MOMIE PATOY Q116 JAWJA CABLO DEFUN J2 SJI LINKK1 IAH,IAH,,,,H,,,TURBOJETS,IAH WEST FLOW,5,ZMA,ZHU
SRQ,SRQ SRKUS4 CAMJO Q109 DFENC SAWED Q97 DLAAY RADDS SIE CAMRN4 JFK,JFK,1000-0300,,,H,FROM SRQ.VNC,,TURBOJETS,,1,ZMA,ZNY
SRQ,SRQ SRKUS4 CAMJO Q99 POLYY DADDS Q87 HURTS HUBBS PXT KORRY4 LGA,LGA,,,,H,FROM SRQ.VNC,,,,1,ZMA,ZNY
SRQ,SRQ PRICY MINEE MCO,MCO,,,,L,,,,,1,ZMA,ZJX
SRQ,SRQ SRKUS4 MOMIE BRUTS Q118 THRSR Q79 IIU DROSE FISSK6 MDW,MDW,,,,H,,,,,1,ZMA,ZAU
